alpha,beta,tau,sharpness,val_corrected_kge,val_corrected_nse,val_negative_kge_stations,val_negative_nse_stations
1.0,0.2,-0.4,0.05,0.7065658656924607,0.7380392122704647,0,1
1.0,0.2,-0.4,0.1,0.7064988292304522,0.7380369309845016,0,1
1.2,0.6,0.0,0.2,0.7064358927386372,0.7284695153701326,0,0
1.0,0.2,-0.4,0.2,0.7063485298175696,0.7380227924741614,0,1
1.2,0.6,0.0,0.35,0.7062752076115577,0.7285052254203535,0,0
1.0,0.2,-0.4,0.35,0.7059727151774804,0.7379957457981284,0,1
1.2,0.4,0.4,0.35,0.7059272634785368,0.733724284881276,0,1
1.0,0.2,-0.2,0.1,0.7058653164672033,0.7379860344524862,0,1
1.0,0.2,-0.2,0.05,0.7058594085065016,0.737990425523199,0,1
1.0,0.2,-0.2,0.2,0.7057281255421073,0.7379680065051484,0,1
0.6,0.6,-0.4,0.1,0.7057233874039754,0.7307735051012743,0,0
0.8,0.6,-0.4,0.1,0.7057017356347945,0.7301268716042644,0,0
0.8,0.6,-0.4,0.05,0.7056404728257526,0.7301262843391673,0,0
0.4,0.6,0.2,0.35,0.7054396425500109,0.7309445422281218,0,0
1.0,0.2,-0.2,0.35,0.7053141438558248,0.7379482011859104,0,1
1.0,0.2,0.0,0.05,0.7052220593890726,0.737923982921761,0,1
1.0,0.2,0.0,0.1,0.705155575934824,0.7379136044498975,0,1
1.0,0.2,0.0,0.2,0.7049903026764438,0.7378979710657715,0,1
0.4,0.6,0.0,0.2,0.704826654886552,0.7310583210400828,0,0
0.4,1.0,0.0,0.35,0.7046372745072431,0.7220400808923053,0,0
1.0,0.2,0.0,0.35,0.7045336235991067,0.7378949034340856,0,1
0.4,0.8,0.0,0.35,0.7044887725832438,0.7266255839190394,0,0
1.0,0.2,0.2,0.05,0.7043133461336881,0.7378101799943961,0,1
1.0,0.2,0.2,0.1,0.7042898956516837,0.7378133151278061,0,1
1.0,0.2,0.2,0.2,0.704125463110042,0.7378161199271176,0,1
1.0,0.2,0.2,0.35,0.7036183770284534,0.7378406736418424,0,1
1.0,0.2,0.4,0.1,0.7033352396031052,0.7377085693769891,0,1
1.0,0.2,0.4,0.05,0.7033288360973686,0.7377040045627532,0,1
1.0,0.2,0.4,0.2,0.7031172177828809,0.737734746666037,0,1
0.6,0.8,-0.4,0.2,0.7025734584367769,0.7262803863525706,0,0
1.0,0.2,0.4,0.35,0.7025549972432819,0.7377927690114825,0,1
1.2,0.8,0.4,0.35,0.702344028484948,0.7262168254050094,0,0
1.0,1.0,0.4,0.35,0.701707102729912,0.7292766183429612,0,0
1.2,0.8,0.4,0.2,0.7011709853640408,0.7258955864491421,0,0
1.2,0.8,0.2,0.35,0.701054514642521,0.7239175992602664,0,0
0.4,0.6,0.0,0.35,0.7010235500987232,0.7310780427232115,0,0
0.6,0.6,-0.4,0.05,0.7007593717094842,0.7307731832173069,0,0
1.2,0.8,0.4,0.1,0.7005211442581561,0.7255263680584814,0,0
1.2,0.8,0.4,0.05,0.7002717425143792,0.7252750585061205,0,0
1.0,1.0,0.4,0.2,0.7002308418280195,0.7287701199675665,0,0
1.2,0.2,-0.4,0.05,0.7001861291119085,0.7374475879130318,0,1
1.2,0.2,-0.4,0.1,0.7001188622031261,0.737445405021561,0,1
1.0,1.0,0.2,0.35,0.7001085244329049,0.7265183338385556,0,0
1.2,0.8,0.0,0.35,0.7000369635118219,0.7239009717736457,0,0
1.2,0.2,-0.4,0.2,0.6999701535706131,0.7374316386711242,0,1
1.2,0.8,0.2,0.2,0.6998575726317472,0.7235975065097191,0,0
1.2,0.2,-0.4,0.35,0.6996004494115315,0.7374056318969884,0,1
1.2,0.2,-0.2,0.1,0.6994743318266685,0.7373952988031502,0,1
1.2,0.2,-0.2,0.05,0.6994667050064403,0.737399605380121,0,1
1.0,1.0,0.4,0.1,0.6994190974268402,0.7282322637816729,0,0
1.2,0.2,-0.2,0.2,0.6993414902851967,0.7373777202106948,0,1
1.2,0.8,0.2,0.1,0.699301151139334,0.7235304785351044,0,0
1.2,0.8,-0.2,0.35,0.6992690855205176,0.7240274833561111,0,0
1.2,0.8,0.2,0.05,0.6991926867464917,0.7234995446361208,0,0
1.0,1.0,0.4,0.05,0.6991125581712738,0.7278861099119878,0,0
1.2,0.2,-0.2,0.35,0.6989368263316565,0.7373591557530558,0,1
1.2,0.8,0.0,0.2,0.6989211628309658,0.7238278812565537,0,0
1.0,1.0,0.0,0.35,0.6988309362171,0.7238562198541477,0,0
1.2,0.2,0.0,0.05,0.6988224367769936,0.7373342668320331,0,1
1.2,0.2,0.0,0.1,0.6987580225802663,0.7373239898143676,0,1
1.2,0.8,-0.4,0.35,0.6987153358306768,0.7241423462200905,0,0
1.0,1.0,0.2,0.2,0.6986086940966675,0.7258489164217603,0,0
1.2,0.2,0.0,0.2,0.6985988170335743,0.7373089376454438,0,1
1.2,0.8,0.0,0.1,0.6984471684784944,0.723838427930809,0,0
1.2,0.8,0.0,0.05,0.6983547236188015,0.7238570949162049,0,0
1.2,0.8,-0.2,0.2,0.698290669566023,0.7240244266097697,0,0
0.4,0.8,-0.2,0.05,0.6982803159560758,0.7268191357130946,0,0
1.2,0.2,0.0,0.35,0.6981540119813867,0.7373072949649946,0,1
0.4,0.6,-0.2,0.05,0.6979500068006432,0.7312782195334759,0,0
1.2,0.2,0.2,0.05,0.6979141358476464,0.7372218794971477,0,1
1.0,1.0,0.2,0.1,0.6979139725496668,0.7257412471433591,0,0
1.2,0.2,0.2,0.1,0.6978922951680262,0.7372252563373951,0,1
1.0,1.0,-0.2,0.35,0.6978456360056675,0.72138023984389,0,0
1.2,0.8,-0.2,0.1,0.6978390188315349,0.7240493387800686,0,0
1.0,1.0,0.2,0.05,0.6977808671437848,0.7257849653994417,0,0
1.2,0.2,0.2,0.2,0.6977336930686363,0.737228834026715,0,1
1.2,0.8,-0.2,0.05,0.6977038257061499,0.7240479071961454,0,0
0.6,1.0,-0.4,0.35,0.6976961690499575,0.7216206998193122,0,0
1.0,1.0,0.0,0.2,0.697434551321318,0.7228715916842575,0,0
1.2,0.2,0.2,0.35,0.6972398886723609,0.7372549187607729,0,1
1.0,1.0,-0.4,0.35,0.6971113970940539,0.7201632922030119,0,0
1.2,0.2,0.4,0.1,0.6969423642560579,0.7371228106744481,0,1
1.2,0.2,0.4,0.05,0.6969356666237381,0.7371179863718973,0,1
1.0,1.0,0.0,0.1,0.6968442008398718,0.7228114645681591,0,0
1.2,0.8,-0.4,0.2,0.6967735948022111,0.7241748897468752,0,0
1.0,1.0,0.0,0.05,0.6967313991985261,0.7229764857885033,0,0
1.2,0.2,0.4,0.2,0.6967298831160966,0.7371498217805372,0,1
1.0,1.0,-0.2,0.2,0.6966153465198511,0.7200145315072126,0,0
0.4,0.6,-0.2,0.1,0.696431236920266,0.7312739538627713,0,0
1.2,0.2,0.4,0.35,0.6961814334718264,0.7372093062668048,0,1
1.0,1.0,-0.4,0.2,0.6960944137195533,0.7201808710517379,0,0
1.0,1.0,-0.2,0.1,0.6960506889637514,0.7200300329223854,0,0
0.4,0.8,-0.2,0.1,0.6960226843355433,0.7268195269636473,0,0
1.0,1.0,-0.2,0.05,0.6958838218449543,0.7200213689555247,0,0
1.0,1.0,-0.4,0.1,0.6956209505386352,0.7201887392997969,0,0
0.4,0.6,-0.2,0.2,0.6954874757905335,0.7312393815957889,0,0
1.0,1.0,-0.4,0.05,0.6954684373703517,0.7201755054069205,0,0
1.2,0.8,-0.4,0.1,0.6953665119268986,0.7241917151899522,0,0
0.4,0.6,-0.2,0.35,0.6950609377836637,0.7312091325285017,0,0
1.2,0.8,-0.4,0.05,0.6948138923458592,0.7241854343312264,0,0
0.4,0.8,-0.2,0.2,0.694795924832228,0.7267883094333976,0,0
0.4,0.8,-0.2,0.35,0.694579584682542,0.7267735107344091,0,0
0.4,1.0,-0.2,0.05,0.6941807832498033,0.7221936419785833,0,0
0.8,1.0,-0.4,0.1,0.6931136487975613,0.724177567913541,0,0
0.6,0.8,-0.4,0.1,0.6927507041173137,0.7263011450553716,0,0
1.2,1.0,0.4,0.35,0.6911498204995145,0.7211084944092285,0,0
0.4,1.0,-0.2,0.1,0.6911276746273823,0.7222014238602121,0,0
0.4,0.6,-0.4,0.35,0.6904762461466651,0.7313248005255801,0,0
0.4,1.0,-0.2,0.35,0.6898765178589554,0.7221924415302149,0,0
1.2,1.0,0.4,0.2,0.6897113357749126,0.7206888666659967,0,0
0.4,1.0,-0.2,0.2,0.6896781450529906,0.7221802755489497,0,0
1.2,1.0,0.2,0.35,0.6894436971550766,0.7190546994612742,0,0
0.4,0.6,-0.4,0.2,0.689316379311147,0.7313781353684661,0,0
1.2,1.0,0.4,0.1,0.6889134971007754,0.7202059781948109,0,0
0.4,0.6,-0.4,0.1,0.6888251536502371,0.7314040926416943,0,0
0.4,0.6,-0.4,0.05,0.6887356207541615,0.7314040391156835,0,0
1.2,1.0,0.4,0.05,0.6886051809214113,0.7198776238185938,0,0
1.2,1.0,0.0,0.35,0.6880604218790254,0.7191707732109189,0,0
1.2,1.0,0.2,0.2,0.6879665959807981,0.718796251197168,0,0
1.2,1.0,0.2,0.1,0.687287277309172,0.7186922968431367,0,0
0.6,1.0,-0.4,0.2,0.6872657742750289,0.7216472900176198,0,0
1.2,1.0,0.2,0.05,0.6871612215396847,0.7186392618963101,0,0
1.2,1.0,-0.2,0.35,0.6869759377041605,0.7192972331765988,0,0
1.2,1.0,0.0,0.2,0.686669516267385,0.7190488549828169,0,0
1.2,1.0,0.0,0.1,0.6860899531122353,0.7190429602725513,0,0
1.2,1.0,0.0,0.05,0.6859834285367765,0.7190576658688532,0,0
1.2,1.0,-0.2,0.2,0.6857314442447418,0.719263692930714,0,0
1.2,1.0,-0.4,0.35,0.6855030089365592,0.7194130393403035,0,0
1.2,1.0,-0.2,0.1,0.6851645782498768,0.7192773681052127,0,0
1.2,1.0,-0.2,0.05,0.6849986936277868,0.7192684192463621,0,0
0.6,0.8,-0.4,0.05,0.6848148626123329,0.7262958451728794,0,0
0.4,0.8,-0.4,0.35,0.6836007099731162,0.7269042372169633,0,0
1.2,1.0,-0.4,0.2,0.6829677136362022,0.7194262120843461,0,0
0.8,1.0,-0.4,0.05,0.6816162321641284,0.7232022618321559,0,0
1.2,1.0,-0.4,0.1,0.6811870619067175,0.7194325411026042,0,0
1.2,1.0,-0.4,0.05,0.6804918091637506,0.7194189303055027,0,0
0.4,0.8,-0.4,0.2,0.6769609579108438,0.7269518163560086,0,0
0.4,0.8,-0.4,0.05,0.6763408271076674,0.7269689578137227,0,0
0.4,0.8,-0.4,0.1,0.6763064842846731,0.7269739234663986,0,0
0.6,1.0,-0.4,0.1,0.6739883643094602,0.7216583027804621,0,0
0.4,1.0,-0.4,0.35,0.6737527859118349,0.722327394625091,0,0
0.4,1.0,-0.4,0.05,0.6674710991157851,0.722359131501988,0,0
0.4,1.0,-0.4,0.1,0.6674424729916857,0.7223712100655146,0,0
0.4,1.0,-0.4,0.2,0.667432399091259,0.7223585915532671,0,0
0.6,1.0,-0.4,0.05,0.6647535452570802,0.7216458349539768,0,0
